Vehicle_ID,Type,Current_Latitude,Current_Longitude,Battery_Percentage,Status,Last_Assigned_Time
VEH00067,EV,41.89510087200616,-87.6181027477765,22.0,Idle,2025-04-01 23:44:03
VEH00068,EV,41.883836411056365,-87.62128526909316,40.0,Idle,2025-04-01 19:22:54
VEH00069,EV,41.87749833062355,-87.633346499869,91.0,Idle,2025-04-01 18:11:03
VEH00070,EV,41.89610422257628,-87.62809753000448,100.0,Idle,2025-04-01 20:26:13
VEH00071,EV,41.85907065884526,-87.61631430251015,48.0,Idle,2025-04-01 17:36:16
VEH00072,EV,41.925810321985644,-87.64514421289869,52.0,Idle,2025-04-01 17:32:49
VEH00073,EV,41.875589600705716,-87.66533810259394,57.0,Idle,2025-04-01 20:43:22
VEH00074,EV,41.90140793710947,-87.62920215291632,90.0,Idle,2025-04-01 22:14:52
VEH00075,EV,41.90016455489271,-87.62989585386154,37.0,Idle,2025-04-01 23:45:30
VEH00076,EV,41.85592934916651,-87.62353375387978,96.0,Idle,2025-04-01 21:30:53
VEH00077,EV,41.98082516345743,-87.90285049451086,79.0,Idle,2025-04-01 23:27:25
VEH00078,EV,41.90055586278633,-87.63392649501859,38.0,Idle,2025-04-01 21:28:12
VEH00079,EV,41.901191162284654,-87.6377702042942,75.0,Idle,2025-04-01 17:31:56
VEH00080,EV,41.87817067278871,-87.62431695292277,72.0,Idle,2025-04-01 17:20:02
VEH00081,EV,41.98133885927286,-87.91190065950603,73.0,Idle,2025-04-01 22:08:53
VEH00082,EV,41.89536044568941,-87.63069340643669,71.0,Idle,2025-04-01 21:03:56
VEH00083,EV,41.87779551234579,-87.6382081556167,23.0,Idle,2025-04-01 18:23:22
VEH00084,EV,41.89416719211932,-87.62884537543455,42.0,Idle,2025-04-01 22:01:27
VEH00085,EV,41.98433793182323,-87.91383799867276,83.0,Idle,2025-04-01 17:58:27
VEH00086,EV,41.975792424435504,-87.90382901842848,28.0,Idle,2025-04-01 23:47:17
VEH00087,EV,41.97530666590942,-87.90454057094861,82.0,Idle,2025-04-01 18:09:32
VEH00088,EV,41.879648678259436,-87.63157000265616,45.0,Idle,2025-04-01 21:34:39
VEH00089,EV,41.97996016626913,-87.90517872302902,22.0,Idle,2025-04-01 22:59:56
VEH00090,EV,41.98052254548795,-87.90209145266756,23.0,Idle,2025-04-01 17:06:53
VEH00091,EV,41.97929188886587,-87.91028476719829,72.0,Idle,2025-04-01 22:02:29
VEH00092,EV,41.878418921616465,-87.6371272544098,32.0,Idle,2025-04-01 17:37:46
VEH00093,EV,41.89305175109962,-87.6332272421968,71.0,Idle,2025-04-01 18:39:21
VEH00094,EV,41.88835609460019,-87.62506735901881,75.0,Idle,2025-04-01 19:48:00
VEH00095,EV,41.894850929416855,-87.65605452057693,34.0,Idle,2025-04-01 17:17:22
VEH00096,EV,41.89585188940312,-87.62810445281694,100.0,Idle,2025-04-01 20:39:47
VEH00097,EV,41.882177711411614,-87.63269526359156,58.0,Idle,2025-04-01 21:46:52
VEH00098,EV,41.88052884741308,-87.62115344832063,86.0,Idle,2025-04-01 18:34:22
VEH00099,EV,41.714112732968836,-87.65206846362757,60.0,Idle,2025-04-01 22:38:28
VEH00100,EV,41.878122693786054,-87.66162737302855,64.0,Idle,2025-04-01 21:02:11
VEH00101,EV,41.85599875381336,-87.62053426159301,52.0,Idle,2025-04-01 21:51:42
VEH00102,EV,42.004258486708835,-87.69730042686791,81.0,Idle,2025-04-01 19:16:55
VEH00103,EV,41.87871873733702,-87.63590077672973,22.0,Idle,2025-04-01 20:00:06
VEH00104,EV,41.888800756400904,-87.6387081819369,23.0,Idle,2025-04-01 20:07:00
VEH00105,EV,41.88056671914424,-87.62231308968602,29.0,Idle,2025-04-01 20:28:56
VEH00106,EV,41.87825367197011,-87.6345348772929,64.0,Idle,2025-04-01 17:29:14
VEH00107,EV,41.95177930080407,-87.68374318807444,28.0,Idle,2025-04-01 18:07:27
VEH00108,EV,41.88736413578614,-87.61995498340859,47.0,Idle,2025-04-01 23:46:17
VEH00109,EV,41.86177043620443,-87.61630875927678,37.0,Idle,2025-04-01 20:26:03
VEH00110,EV,41.97863232238406,-87.90692414679081,86.0,Idle,2025-04-01 23:19:30
VEH00111,EV,41.90392179146944,-87.63272905977922,61.0,Idle,2025-04-01 23:55:11
VEH00112,EV,41.97476033727498,-87.9036399706473,20.0,Idle,2025-04-01 18:08:01
VEH00113,EV,41.87696192341843,-87.63215485092196,82.0,Idle,2025-04-01 22:12:29
VEH00114,EV,41.90098299431345,-87.63711735008647,74.0,Idle,2025-04-01 23:08:32
VEH00115,EV,41.986340685231575,-87.87636712018127,99.0,Idle,2025-04-01 18:32:01
VEH00116,EV,41.98350739545087,-87.90254550184514,59.0,Idle,2025-04-01 20:02:51
VEH00117,EV,41.792924384089915,-87.76977060234542,93.0,Idle,2025-04-01 20:19:33
VEH00118,EV,41.88888697738959,-87.63104194565807,58.0,Idle,2025-04-01 22:43:26
VEH00119,EV,41.98296541925082,-87.89929551595166,99.0,Idle,2025-04-01 17:00:24
VEH00120,EV,41.70891862882112,-87.62443795169169,59.0,Idle,2025-04-01 23:51:30
VEH00121,EV,41.893741767780284,-87.62671292324272,76.0,Idle,2025-04-01 19:00:41
VEH00122,EV,41.89378386349043,-87.62318180573749,59.0,Idle,2025-04-01 19:53:33
VEH00123,EV,41.88792580946285,-87.62232970174718,97.0,Idle,2025-04-01 19:57:49
VEH00124,EV,41.89955999468838,-87.63680254674648,26.0,Idle,2025-04-01 22:38:47
VEH00125,EV,41.89550481106335,-87.62657131257657,38.0,Idle,2025-04-01 23:07:39
VEH00126,EV,41.8633145528563,-87.62127495481572,29.0,Idle,2025-04-01 20:40:56
VEH00127,EV,41.945686477893645,-87.65329165995875,90.0,Idle,2025-04-01 18:31:55
VEH00128,EV,41.85505542589363,-87.62092253682985,84.0,Idle,2025-04-01 17:54:47
VEH00129,EV,41.85984177798633,-87.6155592512029,76.0,Idle,2025-04-01 17:55:41
VEH00130,EV,41.888799364875375,-87.64198176557771,70.0,Idle,2025-04-01 23:02:19
VEH00131,EV,41.87639149811371,-87.64292252279768,31.0,Idle,2025-04-01 18:13:05
VEH00132,EV,41.98203223725695,-87.90601098944272,33.0,Idle,2025-04-01 17:51:03
VEH00133,EV,41.97590883955112,-87.90399876418616,77.0,Idle,2025-04-01 21:38:09
VEH00134,EV,41.892133959153384,-87.6275715624065,27.0,Idle,2025-04-01 23:09:22
VEH00135,EV,41.97597117305555,-87.90219534718779,29.0,Idle,2025-04-01 20:56:11
VEH00136,EV,41.88565511085767,-87.62093811536886,59.0,Idle,2025-04-01 18:10:06
VEH00137,EV,41.89481614626494,-87.62902867994464,83.0,Idle,2025-04-01 23:03:12
VEH00138,EV,41.89808498864439,-87.635323865338,80.0,Idle,2025-04-01 17:41:34
VEH00139,EV,41.78208808467848,-87.75042701928017,73.0,Idle,2025-04-01 23:43:24
VEH00140,EV,41.88551157715962,-87.61740922946952,95.0,Idle,2025-04-01 17:26:19
VEH00141,EV,41.96400402720433,-87.65310483640916,98.0,Idle,2025-04-01 22:45:38
VEH00142,EV,41.923668489417025,-87.64999879682155,21.0,Idle,2025-04-01 23:54:29
VEH00143,EV,41.88671851930378,-87.61737150629007,47.0,Idle,2025-04-01 19:17:35
VEH00144,EV,41.86644431987278,-87.62200584789744,36.0,Idle,2025-04-01 17:55:26
VEH00145,EV,41.85888211799604,-87.61914217891177,33.0,Idle,2025-04-01 22:45:49
VEH00146,EV,41.80452070942773,-87.59609504451117,32.0,Idle,2025-04-01 18:06:23
VEH00147,EV,41.89160812055094,-87.63438884056116,60.0,Idle,2025-04-01 21:48:11
VEH00148,EV,41.85558476669445,-87.61813494155085,50.0,Idle,2025-04-01 18:52:58
VEH00149,EV,41.89229487586837,-87.6305864466327,25.0,Idle,2025-04-01 20:14:28
VEH00150,EV,41.98871093813692,-87.66573552653476,93.0,Idle,2025-04-01 17:58:05
VEH00151,EV,41.947652376610414,-87.65204025423468,97.0,Idle,2025-04-01 20:49:28
VEH00152,EV,41.94821873863355,-87.65923600452776,69.0,Idle,2025-04-01 20:14:23
VEH00153,EV,41.9840574503831,-87.91410727609077,98.0,Idle,2025-04-01 17:21:35
VEH00154,EV,41.87864792532223,-87.62179763379528,55.0,Idle,2025-04-01 21:26:55
VEH00155,EV,41.982200957379895,-87.9149819673312,89.0,Idle,2025-04-01 21:19:03
VEH00156,EV,41.97656603453232,-87.907018847408,81.0,Idle,2025-04-01 17:26:37
VEH00157,EV,41.97777546215303,-87.91803985382036,39.0,Idle,2025-04-01 17:13:14
VEH00158,EV,41.89953123461644,-87.63485949862503,87.0,Idle,2025-04-01 20:32:13
VEH00159,EV,41.90309835280338,-87.72077973532221,100.0,Idle,2025-04-01 20:06:39
VEH00160,EV,41.789084879832224,-87.75532996027968,53.0,Idle,2025-04-01 20:08:13
VEH00161,EV,41.97888014046881,-87.91299855795447,36.0,Idle,2025-04-01 19:14:14
VEH00162,EV,41.89782678326007,-87.63620359494335,77.0,Idle,2025-04-01 23:50:48
VEH00163,EV,41.795304417932655,-87.7718568682676,45.0,Idle,2025-04-01 20:10:34
VEH00164,EV,41.883222464294064,-87.62199611906391,83.0,Idle,2025-04-01 21:46:45
VEH00165,EV,41.98127327668686,-87.91060797955315,39.0,Idle,2025-04-01 23:23:20
VEH00166,EV,41.88820343423674,-87.62053606037887,41.0,Idle,2025-04-01 23:52:38
VEH00167,EV,41.84992098948042,-87.62277873408806,59.0,Idle,2025-04-01 23:19:06
VEH00168,EV,41.981806534554345,-87.91032069855778,64.0,Idle,2025-04-01 17:40:45
VEH00169,EV,41.881418815680945,-87.64073934423973,83.0,Idle,2025-04-01 19:13:26
VEH00170,EV,41.87889611069885,-87.7036670118532,54.0,Idle,2025-04-01 18:55:33
VEH00171,EV,41.875020142668575,-87.625741121889,75.0,Idle,2025-04-01 18:33:03
VEH00172,EV,41.880386350911905,-87.63393993678929,99.0,Idle,2025-04-01 22:41:03
VEH00173,EV,41.719805457927094,-87.64953867211806,28.0,Idle,2025-04-01 17:01:17
VEH00174,EV,41.99101219063564,-87.76004737716376,89.0,Idle,2025-04-01 20:02:40
VEH00175,EV,41.975380059019216,-87.90225231986845,48.0,Idle,2025-04-01 21:41:28
VEH00176,EV,41.88506857722202,-87.63290047085059,27.0,Idle,2025-04-01 18:37:09
VEH00177,EV,41.88835897431668,-87.62298678057006,43.0,Idle,2025-04-01 20:24:14
VEH00178,EV,41.88857399634108,-87.6216310312968,88.0,Idle,2025-04-01 23:35:39
VEH00179,EV,41.87657284537572,-87.62914106059986,61.0,Idle,2025-04-01 17:26:56
VEH00180,EV,41.86361871876254,-87.6128893428462,52.0,Idle,2025-04-01 20:25:49
VEH00181,EV,41.85101558994348,-87.62055630991586,54.0,Idle,2025-04-01 20:17:06
VEH00182,EV,41.7942037262803,-87.76891776839018,100.0,Idle,2025-04-01 22:50:21
VEH00183,EV,41.85959295610544,-87.61871983489978,68.0,Idle,2025-04-01 20:17:50
VEH00184,EV,41.885188989920046,-87.63467959562936,31.0,Idle,2025-04-01 21:18:13
VEH00185,EV,41.88289028150102,-87.62711957870002,49.0,Idle,2025-04-01 19:47:33
VEH00186,EV,41.98256096449392,-87.90066332098863,96.0,Idle,2025-04-01 19:47:29
VEH00187,EV,41.88005254222403,-87.62168684891778,66.0,Idle,2025-04-01 19:47:01
VEH00188,EV,41.8962949962277,-87.63143465328744,35.0,Idle,2025-04-01 20:38:25
VEH00189,EV,41.888384665935455,-87.6458263971791,75.0,Idle,2025-04-01 19:23:55
VEH00190,EV,41.97694116847504,-87.9096057042373,78.0,Idle,2025-04-01 18:21:16
VEH00191,EV,41.96861816456933,-87.7238349518194,38.0,Idle,2025-04-01 21:11:07
VEH00192,EV,41.83473170965911,-87.6202698602765,25.0,Idle,2025-04-01 23:56:26
VEH00193,EV,41.97773361660638,-87.90488660791496,98.0,Idle,2025-04-01 19:13:50
VEH00194,EV,41.88300653703104,-87.62865373414454,84.0,Idle,2025-04-01 23:24:12
VEH00195,EV,41.98062306231728,-87.90750061867979,69.0,Idle,2025-04-01 20:11:26
VEH00196,EV,41.977788175461704,-87.90172607689726,25.0,Idle,2025-04-01 18:33:28
VEH00197,EV,41.88132606995082,-87.62642454656378,35.0,Idle,2025-04-01 22:46:40
VEH00198,EV,41.89816587487725,-87.62234724354836,46.0,Idle,2025-04-01 23:07:04
VEH00199,EV,41.77902841203911,-87.6389437904257,72.0,Idle,2025-04-01 19:02:11
VEH00200,EV,41.87821326442912,-87.6309778743273,25.0,Idle,2025-04-01 17:20:58
VEH00201,EV,41.892776359457955,-87.61311400331184,44.0,Idle,2025-04-01 20:29:55
VEH00202,EV,41.79365053505452,-87.77211264653027,61.0,Idle,2025-04-01 22:03:05
VEH00203,EV,41.98196127464663,-87.9050202542904,97.0,Idle,2025-04-01 22:36:43
VEH00204,EV,41.859676758264015,-87.61635728646816,92.0,Idle,2025-04-01 19:46:01
VEH00205,EV,41.87915820273754,-87.62929505292749,24.0,Idle,2025-04-01 20:25:37
VEH00206,EV,41.88114251842218,-87.62275285677991,61.0,Idle,2025-04-01 21:03:12
VEH00207,EV,41.88139759262005,-87.63299165939644,20.0,Idle,2025-04-01 20:39:24
VEH00208,EV,41.89167302886138,-87.62300786646396,94.0,Idle,2025-04-01 21:22:53
VEH00209,EV,41.9795024220365,-87.90582987053047,44.0,Idle,2025-04-01 18:44:28
VEH00210,EV,41.898318860826215,-87.63015009743178,93.0,Idle,2025-04-01 22:24:45
VEH00211,EV,41.76228528152916,-87.57700470346197,100.0,Idle,2025-04-01 18:39:29
VEH00212,EV,41.98546828716781,-87.66163303860533,38.0,Idle,2025-04-01 20:25:47
VEH00213,EV,41.96206291217058,-87.6527836358993,34.0,Idle,2025-04-01 21:25:48
VEH00214,EV,41.88908721742536,-87.62501234701637,84.0,Idle,2025-04-01 18:31:38
VEH00215,EV,41.88256273262709,-87.64563956708669,91.0,Idle,2025-04-01 20:40:25
VEH00216,EV,41.88262725289791,-87.642638730316,73.0,Idle,2025-04-01 20:51:19
VEH00217,EV,41.88247135844037,-87.625389968821,65.0,Idle,2025-04-01 17:46:05
VEH00218,EV,41.897385669748175,-87.63333202451261,66.0,Idle,2025-04-01 21:16:37
VEH00219,EV,41.97589060095921,-87.91779350151039,78.0,Idle,2025-04-01 18:24:44
VEH00220,EV,41.88478420409075,-87.6433105398881,44.0,Idle,2025-04-01 17:13:21
VEH00221,EV,41.88406244814055,-87.62218583592276,47.0,Idle,2025-04-01 21:26:20
VEH00222,EV,41.87953020460881,-87.64525262113366,62.0,Idle,2025-04-01 19:55:05
VEH00223,EV,41.94549160043692,-87.65443560071819,70.0,Idle,2025-04-01 19:16:36
VEH00224,EV,41.87662862827393,-87.6609653546426,37.0,Idle,2025-04-01 21:35:53
VEH00225,EV,41.96806143592326,-87.65469192530915,27.0,Idle,2025-04-01 17:37:07
VEH00226,EV,41.879295604599605,-87.63015951095191,73.0,Idle,2025-04-01 23:05:33
VEH00227,EV,41.8972168472733,-87.63279410292807,88.0,Idle,2025-04-01 20:20:00
VEH00228,EV,41.89521685409145,-87.6317468089246,30.0,Idle,2025-04-01 21:55:47
VEH00229,EV,41.94293052564423,-87.65529043581536,25.0,Idle,2025-04-01 18:57:50
VEH00230,EV,41.97879939705659,-87.9136418578439,75.0,Idle,2025-04-01 17:14:36
VEH00231,EV,41.979754665364624,-87.90632506604437,80.0,Idle,2025-04-01 23:49:29
VEH00232,EV,41.97462695049381,-87.90238731131701,53.0,Idle,2025-04-01 20:16:11
VEH00233,EV,41.981528424709246,-87.91108998275817,80.0,Idle,2025-04-01 17:12:31
VEH00234,EV,41.88669968749912,-87.62055138409696,72.0,Idle,2025-04-01 21:33:38
VEH00235,EV,41.97933039904355,-87.89885997109268,79.0,Idle,2025-04-01 19:29:03
VEH00236,EV,41.88663720516188,-87.61489776228491,48.0,Idle,2025-04-01 22:19:40
VEH00237,EV,41.903733877889856,-87.63748159112042,24.0,Idle,2025-04-01 18:45:44
VEH00238,EV,41.78184363690814,-87.5916681113991,29.0,Idle,2025-04-01 23:34:49
VEH00239,EV,41.87613038334413,-87.7275048670333,52.0,Idle,2025-04-01 18:25:17
VEH00240,EV,41.98090769308031,-87.9142160626104,44.0,Idle,2025-04-01 21:49:17
VEH00241,EV,41.97516097452851,-87.90445616334318,34.0,Idle,2025-04-01 23:48:10
VEH00242,EV,41.975108572048725,-87.90709715905517,73.0,Idle,2025-04-01 18:34:50
VEH00243,EV,41.79444118708234,-87.76997516313317,52.0,Idle,2025-04-01 21:35:02
VEH00244,EV,41.97648327037684,-87.90167760241778,79.0,Idle,2025-04-01 21:27:10
VEH00245,EV,41.78487245640569,-87.75226749633292,70.0,Idle,2025-04-01 23:04:42
VEH00246,EV,41.986231019860064,-87.80473058862994,24.0,Idle,2025-04-01 17:03:13
VEH00247,EV,41.97677857536945,-87.91799205134228,80.0,Idle,2025-04-01 23:07:12
VEH00248,EV,41.86773029570922,-87.61818998323615,59.0,Idle,2025-04-01 17:37:48
VEH00249,EV,41.87751759608302,-87.62478252913613,20.0,Idle,2025-04-01 21:52:36
VEH00250,EV,41.94016527231173,-87.65762973363547,93.0,Idle,2025-04-01 20:40:33
VEH00251,EV,41.89769024625713,-87.62419520961367,82.0,Idle,2025-04-01 19:41:03
VEH00252,EV,41.89527973362063,-87.63512893067124,65.0,Idle,2025-04-01 21:26:15
VEH00253,EV,41.88000746611672,-87.63100729938914,80.0,Idle,2025-04-01 17:22:22
VEH00254,EV,41.976838390970606,-87.90936447451433,95.0,Idle,2025-04-01 23:30:11
VEH00255,EV,41.83352714311391,-87.62145378978576,66.0,Idle,2025-04-01 18:56:21
VEH00256,EV,41.855730758496044,-87.6182846973577,60.0,Idle,2025-04-01 17:07:37
VEH00257,EV,41.98432938550556,-87.9151871136331,71.0,Idle,2025-04-01 20:51:02
VEH00258,EV,42.00448467965965,-87.69887815228823,63.0,Idle,2025-04-01 22:19:39
VEH00259,EV,41.76502754807016,-87.56846067884818,31.0,Idle,2025-04-01 22:46:22
VEH00260,EV,41.98441198150873,-87.91605677699816,49.0,Idle,2025-04-01 20:37:25
VEH00261,EV,41.94519386045975,-87.65430655394725,45.0,Idle,2025-04-01 23:19:42
VEH00262,EV,41.86219488513923,-87.62115500469557,21.0,Idle,2025-04-01 22:10:53
VEH00263,EV,41.88516672066892,-87.6198817920507,22.0,Idle,2025-04-01 21:15:41
VEH00264,EV,41.894538508110806,-87.615518952022,83.0,Idle,2025-04-01 19:11:30
VEH00265,EV,41.896918852949824,-87.62606766563987,45.0,Idle,2025-04-01 17:12:54
VEH00266,EV,41.81319947450418,-87.59433334788606,93.0,Idle,2025-04-01 22:49:55
VEH00267,EV,41.89923018208792,-87.63517546471608,95.0,Idle,2025-04-01 21:09:00
VEH00268,EV,41.75933771233478,-87.57396490389537,29.0,Idle,2025-04-01 20:55:29
VEH00269,EV,41.9833922134447,-87.906253449848,84.0,Idle,2025-04-01 23:15:38
VEH00270,EV,41.977959633388465,-87.91010639020782,96.0,Idle,2025-04-01 21:10:02
VEH00271,EV,41.86364797800209,-87.61554354953181,90.0,Idle,2025-04-01 21:08:17
VEH00272,EV,41.97579104988263,-87.90621094480039,54.0,Idle,2025-04-01 17:21:38
VEH00273,EV,41.876263284002356,-87.62507208778611,23.0,Idle,2025-04-01 18:12:56
VEH00274,EV,41.87666016617973,-87.66213174707548,85.0,Idle,2025-04-01 18:21:58
VEH00275,EV,41.92350114205857,-87.65006671573083,34.0,Idle,2025-04-01 22:02:55
VEH00276,EV,41.88343907506828,-87.62125151402444,56.0,Idle,2025-04-01 23:04:20
VEH00277,EV,41.977967557308425,-87.91337186674784,53.0,Idle,2025-04-01 19:30:29
VEH00278,EV,41.68819106418756,-87.6668839285593,67.0,Idle,2025-04-01 23:32:34
VEH00279,EV,41.96723574053372,-87.65658037886801,99.0,Idle,2025-04-01 17:33:11
VEH00280,EV,41.944287321313695,-87.65560879074656,51.0,Idle,2025-04-01 19:40:46
VEH00281,EV,41.65851415408457,-87.60542668994763,56.0,Idle,2025-04-01 17:20:39
VEH00282,EV,41.89650960069968,-87.63405150720969,60.0,Idle,2025-04-01 20:24:50
VEH00283,EV,41.982587365182845,-87.91142950572858,60.0,Idle,2025-04-01 17:59:16
VEH00284,EV,41.974947204583735,-87.90254040887723,72.0,Idle,2025-04-01 21:53:14
VEH00285,EV,41.91956742500705,-87.64575164455506,83.0,Idle,2025-04-01 18:15:16
VEH00286,EV,41.774805448978086,-87.59210596781945,61.0,Idle,2025-04-01 23:57:50
VEH00287,EV,41.87770332782578,-87.6195035648075,86.0,Idle,2025-04-01 22:10:31
VEH00288,EV,41.90245162196255,-87.63430643474825,99.0,Idle,2025-04-01 20:08:05
VEH00289,EV,41.89235860274248,-87.61761707223828,52.0,Idle,2025-04-01 19:35:44
VEH00290,EV,41.8736225811813,-87.62272126333247,53.0,Idle,2025-04-01 22:20:28
VEH00291,EV,41.90279239496896,-87.63460324018725,76.0,Idle,2025-04-01 17:43:59
VEH00292,EV,41.87589911827522,-87.62436545944176,23.0,Idle,2025-04-01 20:21:55
VEH00293,EV,41.98210221333706,-87.90999389114452,39.0,Idle,2025-04-01 21:53:40
VEH00294,EV,41.90368526510753,-87.6341717889395,95.0,Idle,2025-04-01 21:11:27
